No,Polres,Tanggal Kejadian,Waktu Kejadian,Meninggal Dunia,Luka Berat,Luka Ringan,EAN, Rugi Material Kendaraan ,Tingkat Kecelakaan,Nama Jalan,Koordinat GPS - Lintang,Koordinat GPS - Bujur,Status Jalan,Fungsi Jalan,Kelas Jalan,Tipe Jalan,Bentuk Geometri,Cuaca,Kondisi Cahaya
158,KOTA SAMARINDA,2022-08-26,07:00:00,0,0,2,6," Rp500,000 ",Ringan,"Jl. Cendana No.48, Tlk. Lerong Ulu, Kec. Sungai Kunjang, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.497323268,117.1244264,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),T (Simpang Tiga),Terang / Jelas,Cerah
159,KOTA SAMARINDA,2022-11-22,20:00:00,0,0,0,0," Rp1,000,000 ",,"F4XH+FP4, Tlk. Lerong Ilir, Kec. Samarinda Ulu, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.501088611,117.1294525,Jalan Kota / Kabupaten,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Z (Tikungan tajam),Gelap / Sulit Terlihat,Hujan/ Grimis
160,KOTA SAMARINDA,2022-11-23,17:00:00,0,0,0,0," Rp1,000,000 ",,"C5J5+5G4, Rw. Makmur, Kec. Palaran, Kota Samarinda, Kalimantan Timur 75251, Indonesia",-0.569543975,117.1587355,Jalan Desa,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
161,KOTA SAMARINDA,2022-11-24,15:00:00,0,1,0,3," Rp1,000,000 ",Sedang,"Jl. Moh. Said No.99, Lok Bahu, Kec. Sungai Kunjang, Kota Samarinda, Kalimantan Timur 75125, Indonesia",-0.493250485,117.1123156,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Terang / Jelas,Cerah
162,KOTA SAMARINDA,2022-08-19,01:45:00,1,0,0,12," Rp2,000,000 ",Berat,"C654+VJ Bukuan, Kota Samarinda, Kalimantan Timur, Indonesia",-0.590255267,117.2065617,Jalan Kota / Kabupaten,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Gelap / Sulit Terlihat,Cerah
163,KOTA SAMARINDA,2022-09-06,15:30:00,0,0,3,9," Rp21,000,000 ",Ringan,"F5WF+3RH, Sambutan, Kec. Sambutan, Kota Samarinda, Kalimantan Timur 75251, Indonesia",-0.504984705,117.1746226,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Z (Tikungan tajam),Terang / Jelas,Cerah
164,KOTA SAMARINDA,2022-09-05,08:30:00,0,0,1,3," Rp2,000,000 ",Ringan,"F4R9+538, Karang Asam Ilir, Kec. Sungai Kunjang, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.50967034,117.1179039,Jalan Kota / Kabupaten,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Terang / Jelas,Cerah
165,KOTA SAMARINDA,2022-09-27,10:35:00,0,0,1,3," Rp500,000 ",Ringan,"F4QP+93C, Jl. Bung Tomo, Sungai Keledang, Kec. Samarinda Seberang, Kota Samarinda, Kalimantan Timur 75242, Indonesia",-0.511556193,117.135001,Jalan Kota / Kabupaten,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),T (Simpang Tiga),Gelap / Sulit Terlihat,Cerah
166,KOTA SAMARINDA,2022-09-04,02:00:00,1,0,0,12," Rp2,000,000 ",Berat,"Jl. Cipto Mangunkusumo No.19, Sengkotek, Kec. Loa Janan Ilir, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.541101155,117.0994275,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Gelap / Sulit Terlihat,Cerah
167,KOTA SAMARINDA,2022-09-08,10:00:00,0,1,0,3," Rp2,000,000 ",Sedang,"F5RH+9G9, Jl. Sultan Sulaiman, Sambutan, Kec. Sambutan, Kota Samarinda, Kalimantan Timur 75251, Indonesia",-0.508879455,117.1787827,Jalan Kota / Kabupaten,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Terang / Jelas,Cerah
168,KOTA SAMARINDA,2022-09-07,09:30:00,1,0,0,12," Rp500,000 ",Berat,"H45V+4XW, Jl. Ringroad, Sempaja Sel., Kec. Samarinda Utara, Kota Samarinda, Kalimantan Timur 75131, Indonesia",-0.441795361,117.1450268,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Redup / Samar (Tidak jelas terlihat),Hujan disertai Angin Kencang
169,KOTA SAMARINDA,2022-09-16,04:45:00,1,0,0,12," Rp2,000,000 ",Berat,"F4XR+84H, Jl. Gajah Mada, Jawa, Kec. Samarinda Ulu, Kota Samarinda, Kalimantan Timur 75242, Indonesia",-0.501992816,117.1402957,Jalan Kota / Kabupaten,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Redup / Samar (Tidak jelas terlihat),Cerah
170,KOTA SAMARINDA,2022-09-14,04:00:00,0,0,1,3," Rp2,000,000 ",Ringan,"G5X3+X6R, Jl. KH. Wahid Hasyim 2, Sempaja Sel., Kec. Samarinda Utara, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.449987921,117.1530717,Jalan Kota / Kabupaten,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),X atau + (Simpang Empat),Gelap / Sulit Terlihat,Cerah
171,KOTA SAMARINDA,2022-09-17,23:00:00,0,0,1,3," Rp5,000,000 ",Ringan,"Jl. MT Haryono No.53, Karang Anyar, Kec. Sungai Kunjang, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.493708791,117.1148858,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Z (Tikungan tajam),Gelap / Sulit Terlihat,Cerah
172,KOTA SAMARINDA,2022-09-23,14:00:00,0,0,1,3," Rp500,000 ",Ringan,"G35W+9H3, Jl. Moh. Said, Lok Bahu, Kec. Sungai Kunjang, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.491595959,117.0964949,Jalan Kota / Kabupaten,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Hujan/ Grimis
173,KOTA SAMARINDA,2022-09-25,09:00:00,1,0,0,12," Rp500,000 ",Berat,"F524+5WQ, Handil Bakti, Kec. Palaran, Kota Samarinda, Kalimantan Timur 75251, Indonesia",-0.54942669,117.1573529,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Berawan/ Mendung
174,KOTA SAMARINDA,2022-09-25,00:30:00,1,0,0,12," Rp8,000,000 ",Berat,"Jl. Pemuda III No.19, Sungai Pinang Dalam, Kec. Sungai Pinang, Kota Samarinda, Kalimantan Timur 75117, Indonesia",-0.472495283,117.1663959,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),X atau + (Simpang Empat),Gelap / Sulit Terlihat,Hujan disertai Angin Kencang
175,KOTA SAMARINDA,2022-09-24,10:30:00,0,0,2,6," Rp500,000 ",Ringan,"F483+MVP, Jl. KH. Mas Mansyur, Loa Bakung, Kec. Sungai Kunjang, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.532993864,117.1045103,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Terang / Jelas,Hujan disertai Angin Kencang
176,KOTA SAMARINDA,2022-09-24,23:00:00,0,0,2,6," Rp5,000,000 ",Ringan,"Jl. Awang Long No.1, Bugis, Kec. Samarinda Kota, Kota Samarinda, Kalimantan Timur 75242, Indonesia",-0.501199583,117.1436193,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),X atau + (Simpang Empat),Gelap / Sulit Terlihat,Hujan/ Grimis
177,KOTA SAMARINDA,2022-10-10,14:00:00,0,0,2,6," Rp1,000,000 ",Ringan,"F4JR+WVC, Jl. KH. Harun Nafsi, Rapak Dalam, Kec. Loa Janan Ilir, Kota Samarinda, Kalimantan Timur 75242, Indonesia",-0.517652609,117.1420794,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Gelap / Sulit Terlihat,Cerah
178,KOTA SAMARINDA,2022-10-08,17:30:00,0,0,3,9," Rp35,000,000 ",Ringan,"F6CC+7FV, Jl. Sultan Sulaiman, Pulau Atas, Kec. Sambutan, Kota Samarinda, Kalimantan Timur 75253, Indonesia",-0.528483588,117.2213806,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Terang / Jelas,Cerah
179,KOTA SAMARINDA,2022-11-27,14:00:00,0,0,0,0," Rp1,000,000 ",,"Jl. RE Martadinata No.3, Tlk. Lerong Ilir, Kec. Samarinda Ulu, Kota Samarinda, Kalimantan Timur 75128, Indonesia",-0.500856944,117.1296641,Jalan Kota / Kabupaten,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Terang / Jelas,Cerah
180,KOTA SAMARINDA,2022-11-26,16:30:00,0,0,0,0," Rp1,000,000 ",,"H6RP+QMX, Jl. Poros Samarinda - Bontang, Tanah Merah, Kec. Samarinda Utara, Kota Samarinda, Kalimantan Timur 75119, Indonesia",-0.407674577,117.2369632,Jalan Nasional,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Terang / Jelas,Cerah
181,KOTA SAMARINDA,2022-11-26,06:30:00,0,0,0,0," Rp1,000,000 ",,"Jl. Ir. H. Juanda No.25, Air Hitam, Kec. Samarinda Ulu, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.482741972,117.1312922,Jalan Kota / Kabupaten,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Terang / Jelas,Cerah
182,KOTA SAMARINDA,2022-11-27,12:30:00,0,0,0,0," Rp1,000,000 ",,"C3MP+HVH, Jl. Cipto Mangunkusumo, Simpang Tiga, Kec. Loa Janan Ilir, Kota Samarinda, Kalimantan Timur 75391, Indonesia",-0.566073032,117.087308,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),T (Simpang Tiga),Gelap / Sulit Terlihat,Cerah
183,KOTA SAMARINDA,2022-11-26,23:00:00,0,0,0,0," Rp1,000,000 ",,"H534+J42, Jl. KH. Wahid Hasyim 2, Sempaja Sel., Kec. Samarinda Utara, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.44603983,117.1552872,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),X atau + (Simpang Empat),Gelap / Sulit Terlihat,Cerah
184,KOTA SAMARINDA,2022-11-26,14:00:00,0,0,0,0," Rp1,000,000 ",,"Jl. Sentosa No.57, Sungai Pinang Dalam, Kec. Sungai Pinang, Kota Samarinda, Kalimantan Timur 75117, Indonesia",-0.473976818,117.1698302,Jalan Kota / Kabupaten,Arteri,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
185,KOTA SAMARINDA,2022-11-13,15:30:00,0,0,1,3," Rp2,500,000 ",Ringan,"F4GC+4V9, Jl. Cipto Mangun Kusumo, Sungai Keledang, Kec. Samarinda Seberang, Kota Samarinda, Kalimantan Timur 75136, Indonesia",-0.524700827,117.1224258,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Redup / Samar (Tidak jelas terlihat),Cerah
186,KOTA SAMARINDA,2022-11-09,20:30:00,1,0,1,15," Rp500,000 ",Berat,"F4GQ+928, Gg. H. Bastiar, Rapak Dalam, Kec. Loa Janan Ilir, Kota Samarinda, Kalimantan Timur 75251, Indonesia",-0.524081263,117.1375307,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Redup / Samar (Tidak jelas terlihat),Cerah
187,KOTA SAMARINDA,2022-10-21,11:18:00,1,0,0,12," Rp2,000,000 ",Berat,"F4FH+J6C, Jl. Apt. Pranoto, Sungai Keledang, Kec. Samarinda Seberang, Kota Samarinda, Kalimantan Timur 75242, Indonesia",-0.525861504,117.1279991,Jalan Kota / Kabupaten,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),T (Simpang Tiga),Terang / Jelas,Cerah
188,KOTA SAMARINDA,2022-10-30,11:00:00,1,0,0,12," Rp3,000,000 ",Berat,"F463+2V7, Harapan Baru, Kec. Loa Janan Ilir, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.540045753,117.1046947,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Y (Simpang Tiga),Terang / Jelas,Cerah
189,KOTA SAMARINDA,2022-11-06,10:00:00,1,0,0,12," Rp3,000,000 ",Berat,"Jl. Samarinda - Anggana No.23, Makroman, Kec. Sambutan, Kota Samarinda, Kalimantan Timur 75115, Indonesia",-0.538602118,117.2283684,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),T (Simpang Tiga),Terang / Jelas,Cerah
190,KOTA SAMARINDA,2022-10-11,14:00:00,1,0,0,12," Rp2,500,000 ",Berat,"Jl. Kebon Agung No.26, Lempake, Kec. Samarinda Utara, Kota Samarinda, Kalimantan Timur 75118, Indonesia",-0.453206472,117.1912614,Jalan Nasional,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Y (Simpang Tiga),Terang / Jelas,Cerah
191,KOTA SAMARINDA,2021-10-29,23:00:00,0,1,1,6," Rp1,500,000 ",Sedang,"Jl. Giri Mukti No.30, Tanah Merah, Kec. Samarinda Utara, Kota Samarinda, Kalimantan Timur 75116, Indonesia",-0.435816893,117.2197934,Jalan Nasional,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
192,KOTA SAMARINDA,2022-10-08,23:30:00,1,0,0,12," Rp1,000,000 ",Berat,"Jl. A. Wahab Syahranie No.101, RW.Simpang 4, Sempaja Sel., Kec. Samarinda Utara, Kota Samarinda, Kalimantan Timur 75119, Indonesia",-0.449991944,117.1527338,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Gelap / Sulit Terlihat,Cerah
193,KOTA SAMARINDA,2022-10-12,17:30:00,0,1,0,3," Rp10,000,000 ",Sedang,"Jl. H. Moh. Ardans 3 RT. 37 Sempaja Barat, Sempaja Sel., Kec. Samarinda Utara, Kota Samarinda, Kalimantan Timur 75131, Indonesia",-0.443664135,117.1441544,Jalan Kota / Kabupaten,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Terang / Jelas,Cerah
194,KOTA SAMARINDA,2022-10-13,16:00:00,0,1,0,3," Rp1,000,000 ",Sedang,"9694+Q2X, Jl. Samarinda-Sanga-Sanga, Bantuas, Kec. Palaran, Kota Samarinda, Kalimantan Timur 75256, Indonesia",-0.630730855,117.2050201,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Z (Tikungan tajam),Terang / Jelas,Cerah
195,KOTA SAMARINDA,2022-10-16,12:20:00,0,0,1,3," Rp5,000,000 ",Ringan,"G4HW+RV4, Gn. Kelua, Kec. Samarinda Ulu, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.470411414,117.1473304,Jalan Kota / Kabupaten,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),T (Simpang Tiga),Terang / Jelas,Cerah
196,KOTA SAMARINDA,2022-10-15,15:30:00,0,0,1,3," Rp10,000,000 ",Ringan,"C486+245, Jl. H. A. M. Rifaddin, Loa Janan Ulu, Kec. Loa Janan, Kota Samarinda, Kalimantan Timur 75251, Indonesia",-0.585333002,117.1104263,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),T (Simpang Tiga),Terang / Jelas,Cerah
197,KOTA SAMARINDA,2022-11-13,00:30:00,0,0,1,3," Rp3,000,000 ",Ringan,"Jl. Lambung Mangkurat No.13, Pelita, Kec. Samarinda Utara, Kota Samarinda, Kalimantan Timur 75117, Indonesia",-0.48809111,117.1621668,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),X atau + (Simpang Empat),Redup / Samar (Tidak jelas terlihat),Cerah
198,KOTA SAMARINDA,2022-10-29,23:00:00,1,0,0,12," Rp500,000 ",Berat,"Jl. Poros Samarinda Anggana No.92, Makroman, Kec. Anggana, Kota Samarinda, Kalimantan Timur 75115, Indonesia",-0.542098892,117.2282152,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Gelap / Sulit Terlihat,Cerah
199,KOTA SAMARINDA,2022-11-28,17:00:00,0,0,1,3," Rp1,000,000 ",Ringan,"G5WP+P6V, Gn. Lingai, Kec. Sungai Pinang, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.452326734,117.1855533,Jalan Desa,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
200,KOTA SAMARINDA,2022-10-25,13:30:00,0,1,0,3, Rp- ,Sedang,"Jl. RE Martadinata No.18, RW.01, Tlk. Lerong Ilir, Kec. Samarinda Ulu, Kota Samarinda, Kalimantan Timur 75128, Indonesia",-0.499984924,117.1303481,Jalan Kota / Kabupaten,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Terang / Jelas,Cerah
201,KOTA SAMARINDA,2022-10-16,04:50:00,1,0,0,12," Rp7,000,000 ",Berat,"Jl. Cipto Mangun Kusumo No.29, RT.004, gunung panjang, Kec. Samarinda Seberang, Kota Samarinda, Kalimantan Timur 75131, Indonesia",-0.531305486,117.1247654,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Gelap / Sulit Terlihat,Cerah
202,KOTA SAMARINDA,2022-11-27,02:00:00,0,0,1,3," Rp1,000,000 ",Ringan,"H553+CRF Taman puring, Jl. KH. Wahid Hasyim 2, Sempaja Sel., Kec. Samarinda Utara, Kota Samarinda, Kalimantan Timur, Indonesia",-0.441471159,117.1545754,Jalan Kota / Kabupaten,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
203,KOTA SAMARINDA,2022-11-26,17:30:00,0,0,1,3," Rp1,000,000 ",Ringan,"96V2+6CW, Bukuan, Kec. Palaran, Kota Samarinda, Kalimantan Timur 75256, Indonesia",-0.606543769,117.2010001,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
204,KOTA SAMARINDA,2022-11-30,16:30:00,0,0,1,3," Rp200,000 ",Ringan,"F4H8+5C2, Jl. Ir. Sutami, Karang Asam Ulu, Kec. Sungai Kunjang, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.522012695,117.1161686,Jalan Kota / Kabupaten,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),T (Simpang Tiga),Terang / Jelas,Cerah
205,KOTA SAMARINDA,2022-11-29,01:00:00,0,0,1,3," Rp500,000 ",Ringan,"Jl. Perjuangan 9 No.18, Sempaja Sel., Kec. Samarinda Utara, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.456142392,117.1594272,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
206,KOTA SAMARINDA,2022-11-30,02:00:00,0,0,1,3," Rp500,000 ",Ringan,"G4R7+5G9, Jl. P. Suryanata, Bukit Pinang, Kec. Samarinda Ulu, Kota Samarinda, Kalimantan Timur 75131, Indonesia",-0.459512145,117.1140268,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Terang / Jelas,Cerah
207,KOTA SAMARINDA,2022-12-02,17:30:00,0,0,1,3," Rp500,000 ",Ringan,"G44R+WP5, Jl. KS. Tubun, Dadi Mulya, Kec. Samarinda Ulu, Kota Samarinda, Kalimantan Timur 75242, Indonesia",-0.492652375,117.1418759,Jalan Kota / Kabupaten,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
208,KOTA SAMARINDA,2022-12-02,12:31:00,0,0,1,3," Rp500,000 ",Ringan,"C5GM+FP7, Jl. Ampera, Rw. Makmur, Kec. Palaran, Kota Samarinda, Kalimantan Timur 75251, Indonesia",-0.573982139,117.1843449,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Terang / Jelas,Cerah
209,KOTA SAMARINDA,2022-12-02,20:00:00,0,0,1,3," Rp500,000 ",Ringan,"G43R+R2P, Bugis, Kec. Samarinda Kota, Kota Samarinda, Kalimantan Timur 75242, Indonesia",-0.495434393,117.1400657,Jalan Desa,Arteri,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
210,KOTA SAMARINDA,2022-12-03,22:30:00,0,0,1,3," Rp500,000 ",Ringan,"Jl. Padat Karya, Loa Bakung, Kec. Sungai Kunjang, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.516850661,117.0710012,Jalan Desa,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
211,KOTA SAMARINDA,2022-12-05,11:30:00,0,0,1,3," Rp500,000 ",Ringan,"Jl. Ahmad Yani No.09, Sungai Pinang Dalam, Kec. Sungai Pinang, Kota Samarinda, Kalimantan Timur 75242, Indonesia",-0.473077638,117.1653764,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
212,KOTA SAMARINDA,2022-12-03,22:00:00,0,0,1,3," Rp500,000 ",Ringan,"G4R7+5G9, Jl. P. Suryanata, Bukit Pinang, Kec. Samarinda Ulu, Kota Samarinda, Kalimantan Timur 75131, Indonesia",-0.459591268,117.1140724,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Terang / Jelas,Cerah
213,KOTA SAMARINDA,2022-11-24,19:00:00,0,0,1,3," Rp500,000 ",Ringan,"F5MX+WH8, Jl. Sultan Sulaiman, Sambutan, Kec. Sambutan, Kota Samarinda, Kalimantan Timur 75253, Indonesia",-0.515254476,117.1988872,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Terang / Jelas,Cerah
214,KOTA SAMARINDA,2022-11-30,08:00:00,0,0,1,3," Rp500,000 ",Ringan,"G427+RG6, Jl. MT. Haryono, Karang Anyar, Kec. Sungai Kunjang, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.497934453,117.1136067,Jalan Kota / Kabupaten,Kolektor,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Hujan disertai Angin Kencang
215,KOTA SAMARINDA,2022-11-29,19:30:00,1,0,0,12," Rp1,000,000 ",Berat,"Jl. Stadion Utama No.160, Simpang Pasir, Kec. Palaran, Kota Samarinda, Kalimantan Timur 75251, Indonesia",-0.58567329,117.1209285,Jalan Kota / Kabupaten,Kolektor,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Gelap / Sulit Terlihat,Cerah
