No,Polres,Tanggal Kejadian,Waktu Kejadian,Meninggal Dunia,Luka Berat,Luka Ringan,EAN, Rugi Material Kendaraan ,Tingkat Kecelakaan,Nama Jalan,Koordinat GPS - Lintang,Koordinat GPS - Bujur,Status Jalan,Fungsi Jalan,Kelas Jalan,Tipe Jalan,Bentuk Geometri,Cuaca,Kondisi Cahaya
61,KOTA SAMARINDA,2021-05-04,02:20:00,1,0,0,12," Rp3,000,000 ",Berat,"Jl. Sultan Sulaiman No.32, Sambutan, Kec. Sambutan, Kota Samarinda, Kalimantan Timur 75253, Indonesia",-0.517323046,117.1996128,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Gelap / Sulit Terlihat
62,KOTA SAMARINDA,2021-05-04,23:15:00,1,0,0,12," Rp15,000,000 ",Berat,"Jl. A. Yani, Tanah Merah, Kec. Samarinda Utara, Kota Samarinda, Kalimantan Timur 75116, Indonesia",-0.438830937,117.2184871,Jalan Nasional,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Gelap / Sulit Terlihat
63,KOTA SAMARINDA,2021-05-04,13:30:00,1,0,0,12," Rp1,000,000 ",Berat,"Jl. Bung Tomo No.133, Baqa, Kec. Samarinda Seberang, Kota Samarinda, Kalimantan Timur 75131, Indonesia",-0.510025048,117.137936,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Cerah,Terang / Jelas
64,KOTA SAMARINDA,2021-05-10,14:07:00,1,0,4,24," Rp3,000,000 ",Berat,"Jl. Cipto Mangunkusumo No.48, Harapan Baru, Kec. Loa Janan Ilir, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.539600861,117.1082889,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Gelap / Sulit Terlihat
65,KOTA SAMARINDA,2021-04-26,20:09:00,0,1,1,6," Rp1,000,000 ",Sedang,"Jl. Sentosa No.79c, Sungai Pinang Dalam, Kec. Sungai Pinang, Kota Samarinda, Kalimantan Timur 75117, Indonesia",-0.472460081,117.1703458,Jalan Kota / Kabupaten,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
66,KOTA SAMARINDA,2021-05-22,17:00:00,1,0,0,12," Rp3,500,000 ",Berat,"Jl. Mkt No.1, Rw. Makmur, Kec. Palaran, Kota Samarinda, Kalimantan Timur 75256, Indonesia",-0.577700834,117.1921847,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Redup / Samar (Tidak jelas terlihat)
67,KOTA SAMARINDA,2021-06-01,22:50:00,1,0,0,12," Rp3,000,000 ",Berat,"Agas Bundaran, Jl. Moeis Hasan, Simpang Tiga, Loa Janan Ilir, Samarinda City, East Kalimantan 75391, Indonesia",-0.55755441,117.0893233,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),O (Bundaran),Cerah,Gelap / Sulit Terlihat
68,KOTA SAMARINDA,2021-06-04,13:04:00,1,0,0,12," Rp1,000,000 ",Berat,"Jl. Donald Isaac Panjaitan No.59 A, Mugirejo, Kec. Sungai Pinang, Kota Samarinda, Kalimantan Timur 75117, Indonesia",-0.45748679,117.1896926,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 TB (4 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
69,KOTA SAMARINDA,2021-06-08,13:30:00,1,0,1,15," Rp3,000,000 ",Berat,"Jl. MT. Haryono No.72, Air Putih, Kec. Samarinda Ulu, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.488575902,117.1212101,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
70,KOTA SAMARINDA,2021-06-11,10:00:00,1,0,0,12," Rp2,000,000 ",Berat,"Jl. Ringroad, Air Putih, Kec. Samarinda Ulu, Kota Samarinda, Kalimantan Timur 75131, Indonesia",-0.475153597,117.1039152,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
71,KOTA SAMARINDA,2021-06-21,19:30:00,1,0,0,12," Rp5,000,000 ",Berat,"Jl. Tengkawang No.2, Karang Anyar, Kec. Sungai Kunjang, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.501022883,117.1134682,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Gelap / Sulit Terlihat
72,KOTA SAMARINDA,2021-06-26,17:00:00,1,0,0,12," Rp3,000,000 ",Berat,"Jl. Rapak Indah No.5, Loa Bakung, Kec. Sungai Kunjang, Kota Samarinda, Kalimantan Timur 75126, Indonesia",-0.506163154,117.0979899,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
73,KOTA SAMARINDA,2021-06-27,04:30:00,1,0,1,15," Rp30,000,000 ",Berat,"Jl. A. Yani, Tanah Merah, Kec. Samarinda Utara, Kota Samarinda, Kalimantan Timur 75115, Indonesia",-0.444437912,117.2083396,Jalan Nasional,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Cerah,Gelap / Sulit Terlihat
74,KOTA SAMARINDA,2021-07-03,04:30:00,2,0,0,24," Rp20,000,000 ",Berat,"Jl. Joyomulyo Gg. At-Thoriq No.58, RT.038, Lempake, Kec. Samarinda Utara, Kota Samarinda, Kalimantan Timur 75117, Indonesia",-0.418405817,117.1970807,Jalan Desa,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Gelap / Sulit Terlihat
75,KOTA SAMARINDA,2021-07-03,08:00:00,1,0,0,12," Rp8,000,000 ",Berat,"Gg. Dharma No.1, Samping, Kec. Samarinda Kota, Kota Samarinda, Kalimantan Timur 75242, Indonesia",-0.498706883,117.1533004,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Y (Simpang Tiga),Cerah,Terang / Jelas
76,KOTA SAMARINDA,2021-07-16,17:30:00,1,0,1,15," Rp2,000,000 ",Berat,"Jl. Pelita 2 No.6, Sambutan, Kec. Sambutan, Kota Samarinda, Kalimantan Timur 75251, Indonesia",-0.508269882,117.1666022,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Hujan/ Grimis,Redup / Samar (Tidak jelas terlihat)
77,KOTA SAMARINDA,2021-07-20,06:30:00,1,0,1,15," Rp250,000 ",Berat,"Jl. A. Wahab Syahranie No.89d, Gn. Kelua, Kec. Samarinda Ulu, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.464042249,117.1395963,Jalan Kota / Kabupaten,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 TB (4 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Redup / Samar (Tidak jelas terlihat)
78,KOTA SAMARINDA,2021-07-24,16:00:00,1,0,1,15," Rp500,000 ",Berat,"Jl. Sultan Sulaiman No.28, Sambutan, Kec. Sambutan, Kota Samarinda, Kalimantan Timur 75115, Indonesia",-0.504452977,117.1756673,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
79,KOTA SAMARINDA,2021-08-02,12:00:00,0,1,0,3," Rp5,000,000 ",Sedang,"Jl. Sultan Sulaiman, Sambutan, Kec. Sambutan, Kota Samarinda, Kalimantan Timur 75253, Indonesia",-0.515554871,117.1943429,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Hujan/ Grimis,Redup / Samar (Tidak jelas terlihat)
80,KOTA SAMARINDA,2021-08-05,19:00:00,1,0,1,15," Rp1,000,000 ",Berat,"Jl. Pattimura No.63, Mesjid, Kec. Samarinda Seberang, Kota Samarinda, Kalimantan Timur 75251, Indonesia",-0.526555832,117.1498873,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Gelap / Sulit Terlihat
81,KOTA SAMARINDA,2021-08-16,17:30:00,1,0,5,27," Rp50,000,000 ",Berat,"Jl. P. Suryanata No.36, RT.41, Bukit Pinang, Kec. Samarinda Ulu, Kota Samarinda, Kalimantan Timur 75131, Indonesia",-0.466112846,117.1200752,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
82,KOTA SAMARINDA,2021-08-21,05:30:00,1,0,0,12," Rp3,000,000 ",Berat,"Jl. Moeis Hasan, Simpang Tiga, Kec. Loa Janan Ilir, Kota Samarinda, Kalimantan Timur 75251, Indonesia",-0.561619104,117.1004344,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Hujan/ Grimis,Terang / Jelas
83,KOTA SAMARINDA,2021-08-25,09:30:00,2,0,0,24," Rp5,000,000 ",Berat,"Jl. Jemb. Mahkota 2, Simpang Pasir, Kec. Palaran, Kota Samarinda, Kalimantan Timur 75251, Indonesia",-0.534948774,117.1561764,Jalan Kota / Kabupaten,Arteri,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Jembatan,Hujan/ Grimis,Redup / Samar (Tidak jelas terlihat)
84,KOTA SAMARINDA,2021-08-27,11:00:00,1,0,0,12," Rp200,000 ",Berat,"Jl. Gajah Mada, Jawa, Kec. Samarinda Ulu, Kota Samarinda, Kalimantan Timur 75242, Indonesia",-0.501636766,117.1394689,Jalan Kota / Kabupaten,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
85,KOTA SAMARINDA,2021-08-28,15:00:00,1,0,1,15," Rp2,000,000 ",Berat,"Jl. Donald Isaac Panjaitan No.36, Mugirejo, Kec. Sungai Pinang, Kota Samarinda, Kalimantan Timur 75117, Indonesia",-0.461179755,117.1862553,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
86,KOTA SAMARINDA,2021-09-17,14:40:00,1,0,0,12," Rp2,000,000 ",Berat,"Jl. Mkt No.1, Rw. Makmur, Kec. Palaran, Kota Samarinda, Kalimantan Timur 75256, Indonesia",-0.578285191,117.1931614,Jalan Kota / Kabupaten,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
87,KOTA SAMARINDA,2021-09-13,18:30:00,1,0,3,21," Rp1,000,000 ",Berat,"Jl. Gn. Lingai, Gn. Lingai, Kec. Sungai Pinang, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.439618478,117.176992,Jalan Desa,Arteri,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Gelap / Sulit Terlihat
88,KOTA SAMARINDA,2021-09-15,05:00:00,1,0,1,15," Rp3,000,000 ",Berat,"Jl. Banggeris No.1, Tlk. Lerong Ulu, Kec. Sungai Kunjang, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.490616653,117.1200752,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Angin Kencang,Gelap / Sulit Terlihat
89,KOTA SAMARINDA,2021-09-02,19:35:00,1,0,0,12," Rp750,000 ",Berat,"Jl. Kurnia Makmur No.62, Harapan Baru, Kec. Loa Janan Ilir, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.541160161,117.1045955,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Berawan/ Mendung,Redup / Samar (Tidak jelas terlihat)
90,KOTA SAMARINDA,2021-09-30,13:40:00,1,0,1,15," Rp500,000 ",Berat,"Gg. Srikaya IV No.97, Air Hitam, Kec. Samarinda Ulu, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.472112746,117.1344398,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Gelap / Sulit Terlihat
91,KOTA SAMARINDA,2021-09-30,14:00:00,1,0,0,12," Rp3,000,000 ",Berat,"Jl. Apt. Pranoto No.56, Sungai Keledang, Kec. Samarinda Seberang, Kota Samarinda, Kalimantan Timur 75242, Indonesia",-0.526737208,117.1294602,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
92,KOTA SAMARINDA,2021-10-31,19:00:00,1,0,1,15," Rp3,000,000 ",Berat,"Jl. A. Wahab Syahranie No.36b, Sidodadi, Kec. Samarinda Ulu, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.46312094,117.139776,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
93,KOTA SAMARINDA,2021-10-31,19:02:00,1,0,0,12," Rp3,000,000 ",Berat,"Jl. Untung Suropati No.38, Karang Asam Ulu, Kec. Sungai Kunjang, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.528995533,117.111881,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
94,KOTA SAMARINDA,2021-10-19,00:30:00,1,1,0,15," Rp50,000,000 ",Berat,"Big Mall Lantai LG Toko/B 055, Jl. Untung Suropati, Karang Asam Ulu, Kec. Sungai Kunjang, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.528848688,117.1120215,Jalan Kota / Kabupaten,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
95,KOTA SAMARINDA,2021-10-12,18:30:00,1,1,0,15," Rp3,000,000 ",Berat,"Jl. A. Wahab Syahranie No.37, Air Hitam, Kec. Samarinda Ulu, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.466733757,117.1388205,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
96,KOTA SAMARINDA,2021-10-18,18:00:00,1,0,0,12," Rp2,000,000 ",Berat,"Halte Urip Sumoharjo, Jl. Urip Sumoharjo, Sidomulyo, Kec. Samarinda Ilir, Kota Samarinda, Kalimantan Timur 75116, Indonesia",-0.493432869,117.1623495,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
97,KOTA SAMARINDA,2021-11-08,23:00:00,2,0,0,24," Rp5,000,000 ",Berat,"Jl. H. A. M. Rifaddin No.3, Harapan Baru, Kec. Loa Janan Ilir, Kota Samarinda, Kalimantan Timur 75251, Indonesia",-0.55909996,117.1114371,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),6/2 B (6 Lajur/2 Arah dengan Batas Median),Lurus,Hujan/ Grimis,Gelap / Sulit Terlihat
98,KOTA SAMARINDA,2021-11-13,16:00:00,0,1,0,3," Rp5,000,000 ",Sedang,"Jl. MT. Haryono No.27, Air Putih, Kec. Samarinda Ulu, Kota Samarinda, Kalimantan Timur 75123, Indonesia",-0.486090255,117.1240331,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Redup / Samar (Tidak jelas terlihat)
99,KOTA SAMARINDA,2021-12-15,20:15:00,1,0,1,15," Rp500,000 ",Berat,"Jl. Lambung Mangkurat No.22, Sungai Pinang Dalam, Kec. Sungai Pinang, Kota Samarinda, Kalimantan Timur 75242, Indonesia",-0.48736694,117.1633275,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Gelap / Sulit Terlihat
100,KOTA SAMARINDA,2022-01-23,14:30:00,3,1,0,39," Rp2,000,000 ",Berat,"Jl. Cipto Mangunkusumo No.22a, Sengkotek, Kec. Loa Janan Ilir, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.545719376,117.0890202,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Gelap / Sulit Terlihat,Cerah
101,KOTA SAMARINDA,2022-01-05,14:45:00,1,0,0,12, Rp- ,Berat,"G48R+FMV, Sidodadi, Kec. Samarinda Ulu, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.483146284,117.1416462,Jalan Desa,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
102,KOTA SAMARINDA,2022-01-16,19:00:00,0,1,0,3," Rp750,000 ",Sedang,"Jl. Rapak Indah No.63, Loa Bakung, Kec. Sungai Kunjang, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.504665199,117.0991878,Jalan Kota / Kabupaten,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Redup / Samar (Tidak jelas terlihat),Cerah
103,KOTA SAMARINDA,2022-01-20,13:10:00,2,0,0,24," Rp5,000,000 ",Berat,"Uropati., Jl. Untung Suropati, Loa Bakung, Kec. Sungai Kunjang, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.532382011,117.1072995,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
104,KOTA SAMARINDA,2022-01-11,19:40:00,1,0,0,12," Rp300,000 ",Berat,"Jl. KH. Wahid Hasyim 2 No.88, Sempaja Sel., Kec. Samarinda Utara, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.447194486,117.1547991,Jalan Kota / Kabupaten,Kolektor,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
105,KOTA SAMARINDA,2022-01-07,12:04:00,0,0,2,6," Rp3,000,000 ",Ringan,"Jl. Hasan Basri No.51, Bandara, Kec. Sungai Pinang, Kota Samarinda, Kalimantan Timur 75242, Indonesia",-0.480286496,117.1529913,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),X atau + (Simpang Empat),Terang / Jelas,Cerah
106,KOTA SAMARINDA,2022-01-18,10:55:00,0,1,1,6," Rp20,000,000 ",Sedang,"Jl. Mulawarman No.23, Pelabuhan, Kec. Samarinda Kota, Kota Samarinda, Kalimantan Timur 75242, Indonesia",-0.503976233,117.1542117,Jalan Kota / Kabupaten,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
107,KOTA SAMARINDA,2022-01-28,12:20:00,1,0,0,12," Rp2,000,000 ",Berat,"J7G7+5Q9, Siring River, Samarinda Utara, Samarinda City, East Kalimantan 75119, Indonesia",-0.37441462,117.2643995,Jalan Nasional,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Gelap / Sulit Terlihat,Hujan/ Grimis
108,KOTA SAMARINDA,2022-03-03,04:03:00,0,1,0,3," Rp15,000,000 ",Sedang,"Jl. Cipto Mangunkusumo No.16, RW.12, Simpang Tiga, Kec. Loa Janan Ilir, Kota Samarinda, Kalimantan Timur 75391, Indonesia",-0.57008039,117.0871558,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
109,KOTA SAMARINDA,2022-03-17,17:15:00,1,0,0,12," Rp500,000 ",Berat,"Jl. Slamet Riyadi No.3, Karang Asam Ulu, Kec. Sungai Kunjang, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.518177965,117.116701,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),6/2 B (6 Lajur/2 Arah dengan Batas Median),Lurus,Redup / Samar (Tidak jelas terlihat),Hujan/ Grimis
110,KOTA SAMARINDA,2022-03-20,02:03:00,1,0,0,12," Rp500,000 ",Berat,"Jl. A, Jl. Kyai H. Wahab Syahranie No.222, Sempaja Sel., Kec. Samarinda Utara, Kota Samarinda, Kalimantan Timur 75131, Indonesia",-0.45108424,117.1439559,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 TB (4 Lajur/2 Arah Tanpa Batas Median),Lurus,Gelap / Sulit Terlihat,Cerah
111,KOTA SAMARINDA,2022-03-18,08:03:00,1,0,0,12," Rp500,000 ",Berat,"F524+CQG, Handil Bakti, Palaran, Samarinda City, East Kalimantan 75251, Indonesia",-0.549058909,117.1569053,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Tidak Diketahui
112,KOTA SAMARINDA,2022-03-26,12:00:00,1,0,0,12," Rp500,000 ",Berat,"JL Kadriuning, Sambutan, Kec. Sambutan, Kota Samarinda, Kalimantan Timur 75253, Indonesia",-0.523980684,117.208114,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Gelap / Sulit Terlihat,Hujan disertai Angin Kencang
113,KOTA SAMARINDA,2022-03-10,23:00:00,1,0,0,12," Rp500,000 ",Berat,"Ruko samping Villa Tamara,, Jl. A. Wahab Syahranie, Gn. Kelua, Kec. Samarinda Ulu, Kota Samarinda, Kalimantan Timur 75131, Indonesia",-0.457603144,117.1397173,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Gelap / Sulit Terlihat,Hujan/ Grimis
114,KOTA SAMARINDA,2022-01-08,20:30:00,0,0,1,3," Rp10,000,000 ",Ringan,"F5V7+3WV, Dama River, Samarinda Ilir, Samarinda City, East Kalimantan 75251, Indonesia",-0.507093509,117.1655427,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Gelap / Sulit Terlihat,Cerah
115,KOTA SAMARINDA,2022-04-06,16:00:00,0,0,2,6," Rp500,000 ",Ringan,"Jl. Wijaya Kusuma XIV No.10, Air Hitam, Kec. Samarinda Ulu, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.489716805,117.1320107,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Terang / Jelas,Cerah
116,KOTA SAMARINDA,2022-04-06,05:30:00,1,0,1,15," Rp3,000,000 ",Berat,"Segiti Grosir, Jl. Harun Nafsi No.40, Rapak Dalam, Kec. Loa Janan Ilir, Kota Samarinda, Kalimantan Timur 75131, Indonesia",-0.522674503,117.1384088,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Gelap / Sulit Terlihat,Berawan/ Mendung
117,KOTA SAMARINDA,2022-02-05,11:30:00,2,0,0,24," Rp5,000,000 ",Berat,"Jl. Bayur, Sempaja Utara, Kec. Samarinda Utara, Kota Samarinda, Kalimantan Timur 75131, Indonesia",-0.408868801,117.1675305,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Terang / Jelas,Cerah
118,KOTA SAMARINDA,2022-02-01,03:00:00,1,0,0,12," Rp500,000 ",Berat,"C4P6+X4C, Harapan Baru, Loa Janan Ilir, Samarinda City, East Kalimantan 75251, Indonesia",-0.563062733,117.1095328,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Gelap / Sulit Terlihat,Hujan/ Grimis
119,KOTA SAMARINDA,2022-02-19,17:00:00,1,0,0,12," Rp1,000,000 ",Berat,"Jl. P Antasari No.25, Air Hitam, Kec. Samarinda Ulu, Kota Samarinda, Kalimantan Timur 75243, Indonesia",-0.492193734,117.1272058,Jalan Propinsi,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Redup / Samar (Tidak jelas terlihat),Hujan disertai Angin Kencang
