No,Polres,Tanggal Kejadian,Waktu Kejadian,Meninggal Dunia,Luka Berat,Luka Ringan,EAN, Rugi Material Kendaraan ,Tingkat Kecelakaan,Tipe Kecelakaan,Penyebab,Nama Jalan,Koordinat GPS - Lintang,Koordinat GPS - Bujur,Status Jalan,Fungsi Jalan,Kelas Jalan,Tipe Jalan,Bentuk Geometri,Cuaca,Kondisi Cahaya
164,KOTA BALIKPAPAN,2023-03-13,23:00:00,1,0,1,15," Rp2,000,000 ",Berat,Tabrakan dengan Kendaraan menyebrang dari sisi kiri jalan,Manusia,Jalan Mulawarman depan Kantor BRI Unit Manggar Kel.Manggar Kec.Balikpapan Timur,-1.217718373,116.969961,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Redup / Samar (Tidak jelas terlihat)
165,KOTA BALIKPAPAN,2023-02-02,04:30:00,1,0,0,12," Rp3,000,000 ",Berat,Tabrakan depan - depan,Manusia,Jl Batu Butok dekat Gg Kelapa RT.84 Kel.Muara Rapak Kec.Balikpapan Utara,-1.226892974,116.834932,Jalan Desa,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Hujan/ Grimis,Redup / Samar (Tidak jelas terlihat)
166,KOTA BALIKPAPAN,2023-03-25,23:00:00,1,0,3,21," Rp2,000,000 ",Berat,Tabrakan depan - depan,Manusia,Jalan Mulawarman depan Kantor JNT Unit Manggar Kel.Manggar Kec.Balikpapan Timur.,-1.228652397,116.9599927,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
167,KOTA BALIKPAPAN,2023-03-27,21:00:00,1,0,1,15," Rp3,000,000 ",Berat,Tabrakan saat belok ke sisi kanan jalan,Manusia,"Jl Soekarno Hatta KM 5,5 dekat toko Zizah Kel.Batu Ampar Kec.Balikpapan Utara",-1.209806318,116.8650316,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 TB (4 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Redup / Samar (Tidak jelas terlihat)
168,KOTA BALIKPAPAN,2023-03-05,03:30:00,0,0,1,3," Rp30,000,000 ",Ringan,Tabrakan kendaraan belok kanan dengan kendaraan yang datang dari arah berlawanan,Manusia,"JL JENDERAL SUDIRMAN DEKAT POS BALIKPAPAN PERMAI, RT -, RW -, TITIK KOORDINAT lintang 1.270862 bujur 116.854272",-1.270862,116.854272,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),T (Simpang Tiga),Cerah,Redup / Samar (Tidak jelas terlihat)
169,KOTA BALIKPAPAN,2023-04-16,21:30:00,0,0,2,6," Rp2,000,000 ",Ringan,Tabrakan saat menyalip,Manusia,JL S.HATTA KM.16 DEKAT TOKO SEMBAKO KEL.KARANG JOANG KEC.BALIKPAPAN UTARA,-1.142768615,116.8759266,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
170,KOTA BALIKPAPAN,2023-04-23,12:30:00,1,0,4,24," Rp2,000,000 ",Berat,Tabrakan saat menyalip dari kanan,Manusia,"JL S.YOES DEKAT RESTO WAKA WAKA, SEPINGGAN, BALIKPAPAN SELATAN",-1.252321702,116.8987274,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
171,KOTA BALIKPAPAN,2023-04-26,09:30:00,1,0,0,12," Rp5,000,000 ",Berat,Tabrakan depan - depan,Manusia,"JL JENDERAL SUDIRMAN DEKAT KANTOR PEGADAIAN KANWIL IV, RT -, RW -, TITIK KOORDINAT -",-1.270573733,116.8597214,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Cerah,Terang / Jelas
172,KOTA BALIKPAPAN,2023-05-04,01:00:00,0,1,0,3," Rp3,000,000 ",Sedang,"Di ruas, kendaraan lurus dengan pejalan kaki dari kiri di Zebra Cross",Manusia,"JL JENDERAL SUDIRMAN DEKAT GEDUNG PARKIR GELORA, RT -, RW -, TITIK KOORDINAT -",-1.277097599,116.8328721,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
173,KOTA BALIKPAPAN,2023-05-07,01:30:00,1,0,1,15," Rp15,000,000 ",Berat,Tabrakan saat pindah lajur ke kiri,Manusia,JL JENDERAL SUDIRMAN DEKAT RM KEDAI LAUT STAL KUDA,-1.275433366,116.8631693,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Cerah,Redup / Samar (Tidak jelas terlihat)
174,KOTA BALIKPAPAN,2023-05-10,17:30:00,1,0,1,15," Rp15,000,000 ",Berat,Tabrakan depan - belakang,Kendaraan,JL  SYARIFUDDIN YOES DEPAN KANTOR PUPR BBPJN KALIMANTAN TIMUR,-1.244544807,116.8901426,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 TB (4 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
175,KOTA BALIKPAPAN,2023-05-07,10:00:00,1,0,6,30," Rp10,000,000 ",Berat,Kendaraan Out of Control keluar ke kiri jalan,Manusia,JL PULAU BALANG DEKAT SIMPANG KM.13,-1.165350662,116.8792854,Jalan Nasional,Arteri,I (Jalan Besar utk beban 10 ton & max 18 m Panjang Ran),2/1 (2 Lajur/1 Arah),Tikungan,Hujan/ Grimis,Terang / Jelas
176,KOTA BALIKPAPAN,2023-05-12,11:30:00,0,1,0,3," Rp2,000,000 ",Sedang,Tabrakan depan - depan,Manusia,JL MULAWARMAN DEPAN KANTOR BNI MANGGAR,-1.218020555,116.9696816,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
177,KOTA BALIKPAPAN,2023-05-15,05:45:00,1,0,0,12," Rp500,000 ",Berat,"Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan",Manusia,"JL S.HATTA KM.01 DEPAN UD.MANDIRI ALUMINIUM GN SAMARINDA, BALIKPAPAN UTARA",-1.238162,116.840331,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Hujan/ Grimis,Redup / Samar (Tidak jelas terlihat)
178,KOTA BALIKPAPAN,2023-05-11,21:30:00,1,0,0,12," Rp2,500,000 ",Berat,"Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan",Manusia,JL LETJEND SUPRAPTO DEKAT INDOMARET KEL.BARU TENGAH,-1.233048194,116.814556,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Redup / Samar (Tidak jelas terlihat)
179,KOTA BALIKPAPAN,2023-05-21,04:00:00,1,0,0,12," Rp15,000,000 ",Berat,Tabrakan depan - belakang,Manusia,JL  JENDERAL SUDIRMAN DEPAN INDOMARET 346/BC KEL. KLANDASAN ILIR KEC.BALIKPAPAN KOTA KOTA BALIKPAPAN,-1.277108661,116.838946,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
180,KOTA BALIKPAPAN,2023-05-19,22:00:00,1,0,0,12," Rp500,000 ",Berat,Tabrakan saat menyalip dari kiri,Manusia,JL SOEKARNO HATTA DEKAT KANTOR PEMADAM KM.11,-1.178129559,116.8802118,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Cerah,Terang / Jelas
181,KOTA BALIKPAPAN,2023-05-24,23:00:00,1,0,0,12," Rp25,000,000 ",Berat,Tabrakan depan - belakang,Kendaraan,JL SOEKARNO HATTA DEPAN HOTEL MAHAKAM TURUNAN MUARA RAPAK,-1.241691107,116.8364544,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Y (Simpang Tiga),Cerah,Terang / Jelas
182,KOTA BALIKPAPAN,2023-05-11,10:40:00,1,0,0,12," Rp600,000 ",Berat,Tabrakan depan - belakang,Manusia,JL  MARSMA R ISWAHYUDI DEKAT PUSKESMAS SEPINGGAN,-1.258148134,116.9074947,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Cerah,Terang / Jelas
183,KOTA BALIKPAPAN,2023-06-12,00:55:00,1,0,0,12," Rp1,500,001 ",Berat,Tabrak kendaraan belok kanan dengan kendaraan yang jalan lurus,Manusia,Jl  A.Yani TL Aspol Karang Anyar,-1.241953062,116.8317536,Jalan Kota / Kabupaten,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),T (Simpang Tiga),Cerah,Terang / Jelas
184,KOTA BALIKPAPAN,2023-06-21,15:00:00,1,0,1,15," Rp5,000,000 ",Berat,Tabrak kendaraan belok kanan dengan kendaraan yang jalan lurus,Manusia,JL SOEKARNO HATTA KM.18 DEPAN PT MENARA MEGAH KEL.KARANG JOANG,-1.124369,116.884646,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
185,KOTA BALIKPAPAN,2023-06-23,20:30:00,1,0,1,15," Rp500,000 ",Berat,"Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan",Manusia,JL RE MARTADINATA DEKAT TOKO YANTO,-1.256953,116.837081,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Redup / Samar (Tidak jelas terlihat)
186,KOTA BALIKPAPAN,2023-06-25,05:30:00,1,0,0,12," Rp3,000,000 ",Berat,Kendaraan Out of Control keluar ke kiri jalan,Manusia,JL SOEKARNO-HATTA KM.07 DEKAT PINTU MASUK GRAND CITY KEL.BATU AMPAR BALIKPAPAN UTARA. KOTA BALIKPAPAN.,-1.208043,116.873583,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
187,KOTA BALIKPAPAN,2023-06-30,18:30:00,2,0,1,27," Rp3,000,000 ",Berat,Tabrakan saat menyalip,Manusia,"JL S.HATTA KM.20 DEKAT RM PRING IJO. KARANG JOANG, BALIKPAPAN UTARA",-1.106515,116.880659,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
188,KOTA BALIKPAPAN,2023-07-01,10:00:00,1,0,0,12," Rp2,000,000 ",Berat,Tabrakan saat pindah lajur ke kanan,Manusia,JL S.HATTA KM.03 DEKAT YON ZIPUR KEL.BATU AMPAR KEC.BALIKPAPAN UTARA,-1.220318,116.848108,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 TB (4 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
189,KOTA BALIKPAPAN,2023-07-01,19:30:00,0,0,2,6," Rp3,000,000 ",Ringan,Tabrakan depan - depan,Manusia,"JL  YOS SUDARSO BARU DEKAT KLINIK IBNUSINA KEL.MEKARSARI KEC.BALIKPAPAN TENGAH, KOTA BALIKPAPAN",-1.243094,116.834064,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Cerah,Terang / Jelas
190,KOTA BALIKPAPAN,2023-07-04,16:00:00,0,0,1,3," Rp1,000,000 ",Ringan,Tabrakan saat belok ke sisi kanan jalan,Manusia,JL DI PANJAITAN DEKAT TOKO SANTI,-1.245038,116.844671,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
191,KOTA BALIKPAPAN,2023-07-14,10:30:00,1,0,1,15," Rp2,000,000 ",Berat,Tabrak kendaraan belok kanan dengan kendaraan yang jalan lurus,Manusia,JL  MULAWARMAN DEKAT INDOMARET KEL.TRITIP KEC.BALIKPAPAN TIMUR KOTA BALIKPAPAN,-1.145549,116.998714,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
192,KOTA BALIKPAPAN,2023-07-22,06:30:00,0,0,1,3," Rp2,000,001 ",Ringan,Tabrakan kendaraan belok kiri dengan kendaraan yang jalan lurus,Manusia,JL JEND A.YANI SIMPANG TL JL BONGAS KEL.MEKARSARI,-1.241788815,116.8321362,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Y (Simpang Tiga),Cerah,Terang / Jelas
193,KOTA BALIKPAPAN,2023-07-24,01:30:00,2,1,0,27," Rp10,000,000 ",Berat,Tabrakan depan - depan,Manusia,Jl. Mulawarman No.3 RT.05 dekat toko Mia Kel.Lamaru Kec.Balikpapan Timur,-1.191259344,116.9943193,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Cerah,Gelap / Sulit Terlihat
194,KOTA BALIKPAPAN,2023-08-02,01:00:00,1,0,0,12," Rp1,500,001 ",Berat,Tabrakan dengan kendaraan parkir di kiri,Manusia,JL SOEKARNO HATTA KM 5 DEPAN HOTEL PLATINUM,-1.212488045,116.861265,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Redup / Samar (Tidak jelas terlihat)
195,KOTA BALIKPAPAN,2023-08-17,01:00:00,1,0,0,12," Rp1,500,000 ",Berat,Tabrakan depan - belakang,Manusia,JL MARSMA R.ISWAHYUDI DEKAT HOTEL GRAND TJOKRO,-1.262214994,116.8934166,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Cerah,Terang / Jelas
196,KOTA BALIKPAPAN,2023-08-19,08:15:00,1,0,0,12," Rp1,500,001 ",Berat,Tabrakan dengan kendaraan parkir di kiri,Manusia,JL MT HARYONO DEKAT TOKO CAT AUTO PAINT,-1.228382897,116.8716743,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
197,KOTA BALIKPAPAN,2023-09-03,17:30:00,0,0,1,3," Rp1,000,000 ",Ringan,"Di ruas jalan, pejalan kaki menyeberang dari kanan ke kiri",Manusia,JL SINAR MAS LAND BOULEVARD DEPAN RUKO GOLDEN BOULEVARD,-1.223513,116.876929,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
198,KOTA BALIKPAPAN,2023-09-10,02:00:00,0,0,2,6," Rp30,000,000 ",Ringan,Kendaraan Out of Control keluar ke kanan jalan,Manusia,JL YOS SUDARSO DEKAT DEPO LPG PERTAMINA,-1.253062,116.824989,Jalan Kota / Kabupaten,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
199,KOTA BALIKPAPAN,2023-09-14,00:45:00,1,0,0,12," Rp5,000,000 ",Berat,Tabrakan depan - depan,Manusia,JL MAYJEND SUTOYO DEKAT GUDANG BULOG,-1.261969632,116.844177,Jalan Kota / Kabupaten,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Cerah,Redup / Samar (Tidak jelas terlihat)
200,KOTA BALIKPAPAN,2023-07-12,15:30:00,0,0,0,0," Rp30,000,000 ",,Tabrakan dengan benda di jalan atau di atas jalan,Manusia,JL AREA GEDUNG KESENIAN,-1.248027167,116.8917057,Jalan Kota / Kabupaten,Lokal / Lingkungan,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
201,KOTA BALIKPAPAN,2023-09-14,08:30:00,0,1,0,3," Rp500,001 ",Sedang,Tabrakan samping,Manusia,JL S.HATTA KM.5 DEKAT BENGKEL SATRIA MOTOR,-1.212468,116.861309,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
202,KOTA BALIKPAPAN,2023-09-23,12:30:00,0,0,1,3," Rp5,000,000 ",Ringan,Tabrakan depan - depan,Manusia,JL S.HATTA KM.07 DEKAT PT SANY KEL.BATU AMPAR KEC.BALIKPAPAN UTARA,-1.205157,116.877036,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Cerah,Terang / Jelas
203,KOTA BALIKPAPAN,2023-09-29,12:30:00,0,1,1,6," Rp10,000,000 ",Sedang,"Di simpang, tabrakan dengan Kendaraan B yang datang dari arah kiri",Manusia,JL H.TJUJUP SUPARNA SIMPANG POS 10,-1.240788921,116.8683044,Jalan Kota / Kabupaten,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),X atau + (Simpang Empat),Cerah,Terang / Jelas
204,KOTA BALIKPAPAN,2023-10-02,20:15:00,1,0,0,12," Rp3,000,001 ",Berat,Tabrakan dengan kendaraan parkir di kiri,Manusia,JL S.HATTA KM.11 DEKAT RM NASGOR AREMA KEL.KARANG JOANG,-1.182033519,116.8841016,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Gelap / Sulit Terlihat
205,KOTA BALIKPAPAN,2023-10-03,01:00:00,1,0,1,15," Rp2,000,001 ",Berat,Tabrakan dengan kendaraan parkir di kiri,Manusia,JL  YOS SUDARSO DEPAN AREA BONGKAR MUAT PELABUHAN SEMAYANG,-1.275066,116.807013,Jalan Kota / Kabupaten,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 TB (4 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Gelap / Sulit Terlihat
206,KOTA BALIKPAPAN,2023-10-04,12:30:00,1,0,0,12," Rp1,000,000 ",Berat,Tabrakan depan - belakang,Manusia,JL MT HARYONO DEPAN MAJESTI KEL.DAMAI,-1.24386134,116.8720676,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 TB (4 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
207,KOTA BALIKPAPAN,2023-10-07,15:00:00,0,1,0,3," Rp500,000 ",Sedang,"Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan",Manusia,JL MULAWARMAN DEPAN MASJID QOMARUL HUDA,-1.178196427,117.0004002,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
208,KOTA BALIKPAPAN,2023-10-08,15:30:00,0,2,1,9," Rp6,000,000 ",Sedang,Tabrakan depan - depan,Manusia,JL DI PANJAITAN DEPAN BRYAN KNALPOT,-1.246631849,116.8451254,Jalan Kota / Kabupaten,Kolektor,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
209,KOTA BALIKPAPAN,2023-10-10,10:30:00,1,0,0,12," Rp3,000,000 ",Berat,Tabrakan dengan kendaraan parkir di kiri,Manusia,JL MARSMA R.ISWAHYUDI RT.41 NO.45 DEPAN SOLUSI DIESEL KEL.DAMAI BAHAGIA KEC.BALIKPAPAN SELATAN,-1.265252528,116.8856094,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
210,KOTA BALIKPAPAN,2023-10-10,16:30:00,2,0,0,24," Rp20,000,000 ",Berat,Tabrakan depan - belakang,Manusia,JL MARSMA R.ISWAYUDI DEKAT PINTU MASUK BANDARA SAMS SEPINGGAN BALIKPAPAN,-1.258997122,116.9015477,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
211,KOTA BALIKPAPAN,2023-10-14,16:30:00,1,0,0,12," Rp5,000,000 ",Berat,Tabrakan depan - depan,Manusia,"JL S.HATTA KM 4.5 , RT.25 KEL.BATU AMPAR",-1.215035,116.856012,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Cerah,Terang / Jelas
212,KOTA BALIKPAPAN,2023-10-17,04:30:00,1,0,0,12," Rp2,000,000 ",Berat,Kendaraan Out of Control keluar ke kiri jalan,Manusia,JL MAYOR POL ZAINAL ARIFIN JEMBATAN BELLER KEL.DAMAI KEC.BALIKPAPAN KOTA,-1.253555558,116.8622021,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Jembatan,Cerah,Redup / Samar (Tidak jelas terlihat)
213,KOTA BALIKPAPAN,2023-10-17,13:30:00,1,0,0,12," Rp3,000,000 ",Berat,Tabrakan depan - belakang,Manusia,JL MARSMA R.ISWAHYUDI DEPAN PERUM POKA,-1.267309615,116.881692,Jalan Propinsi,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Terang / Jelas
214,KOTA BALIKPAPAN,2023-10-22,00:30:00,0,0,1,3," Rp500,000 ",Ringan,"Di ruas jalan, pejalan kaki di bahu jalan atau di trotoar",Manusia,JL MARSMA R ISWAHYUDI DEKAT HOTEL HORISON BANDARA SAMS KEL.SEPINGGAN,-1.258921,116.901832,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Lurus,Cerah,Redup / Samar (Tidak jelas terlihat)
215,KOTA BALIKPAPAN,2023-10-26,09:40:00,0,0,1,3," Rp200,000,000 ",Ringan,Tabrakan depan - depan,Kendaraan,JL  SOEKARNO HATTA KM 1.5 DEKAT KANTOR KELURAHAN MUARA RAPAK. KEL.MUARA RAPAK. KEC.BALIKPAPAN UTARA. KOTA BALIKPAPAN,-1.232592,116.840494,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 TB (4 Lajur/2 Arah Tanpa Batas Median),Tikungan,Cerah,Terang / Jelas
216,KOTA BALIKPAPAN,2023-11-05,16:30:00,1,0,0,12," Rp300,000 ",Berat,Tabrakan dengan benda di jalan atau di atas jalan,Manusia,JL PULAU BALANG DEKAT  WARUNG BU TIA KEL.KARIANGAU,-1.160341998,116.8198728,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 B (4 Lajur/2 Arah dengan Batas Median),Tikungan,Cerah,Terang / Jelas
217,KOTA BALIKPAPAN,2023-11-06,23:00:00,1,0,1,15," Rp3,000,000 ",Berat,Tabrakan depan - depan,Manusia,JL S.HATTA KM.21 KEL.KARANG JOANG KEC.BALIKPAPAN UTARA,-1.103797991,116.8853106,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Tikungan,Cerah,Terang / Jelas
218,KOTA BALIKPAPAN,2023-11-13,07:00:00,0,0,1,3," Rp1,000,000 ",Ringan,"Di ruas jalan, pejalan kaki menyeberang dari kanan ke kiri",Manusia,"JL SYARIFUDDIN YOES SIMPANG SD CAHAYA ILMU BALIKPAPAN , RT -, RW -, TITIK KOORDINAT -",-1.229008379,116.8819344,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),T (Simpang Tiga),Cerah,Terang / Jelas
219,KOTA BALIKPAPAN,2023-11-19,00:10:00,1,1,0,15," Rp2,000,000 ",Berat,Tabrakan depan - depan,Manusia,JL SYARIFUDDIN YOES DEKAT KOPI DAENG,-1.252312316,116.8987193,Jalan Nasional,Arteri,II (Jalan Sedang utk beban s/d 10 ton & 12m  Panjang Ran),4/2 TB (4 Lajur/2 Arah Tanpa Batas Median),Tikungan,Cerah,Redup / Samar (Tidak jelas terlihat)
220,KOTA BALIKPAPAN,2023-11-21,06:30:00,1,0,0,12," Rp500,000 ",Berat,"Di ruas jalan, pejalan kaki menyeberang dari kiri ke kanan",Manusia,JL DR SUTOMO DEKAT TOKO MANGGALA JAYA ELECTRIC KEL.KARANG REJO,-1.246078668,116.8430045,Jalan Kota / Kabupaten,Kolektor,III (Jalan Kecil utk max beban 8 ton & 9 m Panjang Ran),2/2 TB (2 Lajur/2 Arah Tanpa Batas Median),Lurus,Cerah,Terang / Jelas
